272100,27,120,20268300.45
272100,27,111,106510654.6
272100,27,141,51.5
272100,27,122,20268306.85
272100,27,112,82995367.1
272100,27,142,46
272100,26,120,21979575.51
272100,26,111,115503483.5
272100,26,141,44.5
272100,26,122,21979582.97
272100,26,112,90002731.1
272100,26,142,34.5
272100,11,120,24881254.94
272100,11,111,130751866.6
272100,11,141,36.5
272100,11,122,24881260.5
272100,11,112,101884607.5
272100,11,142,18.25
272100,21,120,24373782.5
272100,21,111,128085068.8
272100,21,141,38.5
272100,21,122,24373786.38
272100,21,112,99806596.1
272100,21,142,21.25
272100,18,120,23954686.62
272100,18,111,125882781.5
272100,18,141,38.5
272100,18,122,23954693.46
272100,18,112,98090483.56
272100,18,142,21.75
272100,31,120,25157937.33
272100,31,111,132205809.5
272100,31,141,33.75
272100,31,122,25157943.71
272100,31,112,103017523.8
272100,31,142,14.75
272100,9,120,24127673.82
272100,9,111,126791956.9
272100,9,141,38.5
272100,9,122,24127678.86
272100,9,112,98798820.41
272100,9,142,18.5
272100,8,120,21322903.56
272100,8,111,112052657
272100,8,141,49.25
272100,8,122,21322910.18
272100,8,112,87313784.61
272100,8,142,41.25
272100,20,120,24604727.38
272100,20,111,129298761.6
272100,20,141,31.75
272100,20,122,24604732.86
272100,20,112,100752267.4
272100,20,142,14
272100,7,120,23548191.7
272100,7,111,123746556.6
272100,7,141,41.25
272100,7,122,23548197.28
272100,7,112,96425945.81
272100,7,142,26.25
272100,16,120,20798131.66
272100,16,111,109294961.2
272100,16,141,48.5
272100,16,122,20798135.04
272100,16,112,85164920.1
272100,16,142,40.5
272100,23,120,24111055.98
272100,23,111,126704447.6
272100,23,141,35.75
272100,23,122,24111059.74
272100,23,112,98730736.38
272100,23,142,20.5
272100,10,211,119621079.5
272100,10,241,43.5
272100,10,222,22440609.89
272100,10,212,93038631.59
272100,10,242,34.5
272100,10,221,22440603.71
272100,18,211,120078917.3
272100,18,241,42.25
272100,18,222,22494828.17
272100,18,212,93394739.15
272100,18,242,39.75
272100,18,221,22494823.13
272100,16,211,111067350.1
272100,16,241,44
272100,16,222,20792041.34
272100,16,212,86385727.82
272100,16,242,41.5
272100,16,221,20792037.68
272100,19,211,103548101.1
272100,19,241,39.75
272100,19,222,19357225.27
272100,19,212,80537440.31
272100,19,242,45.5
272100,19,221,19357222.35
272100,9,211,104143687.6
272100,9,241,51.5
272100,9,222,19502762.03
272100,9,212,81000653.96
272100,9,242,50
272100,9,221,19502759.45
272100,20,211,111351869.6
272100,20,241,43.75
272100,20,222,20823360.22
272100,20,212,86607044.15
272100,20,242,47
272100,20,221,20823354.56
272101,27,120,20268384.81
272101,27,111,106511097.4
272101,27,141,51.5
272101,27,122,20268391.05
272101,27,112,82995712.13
272101,27,142,46.5
272101,26,120,21979939.85
272101,26,111,115505398.4
272101,26,141,44.25
272101,26,122,21979947.33
272101,26,112,90004223.21
272101,26,142,34.25
272101,11,120,24880555.22
272101,11,111,130748184.7
272101,11,141,36.5
272101,11,122,24880559.92
272101,11,112,101881738.5
272101,11,142,18.5
272101,21,120,24374302.24
272101,21,111,128087797.5
272101,21,141,38.25
272101,21,122,24374305.6
272101,21,112,99808722.41
272101,21,142,21
272101,18,120,23953933.22
272101,18,111,125878820.6
272101,18,141,38.75
272101,18,122,23953939.76
272101,18,112,98087397.14
272101,18,142,21
272101,31,120,25158620.37
272101,31,111,132209401.7
272101,31,141,33.75
272101,31,122,25158627.17
272101,31,112,103020322.9
272101,31,142,14.75
272101,9,120,24127910.3
272101,9,111,126793200.7
272101,9,141,38.5
272101,9,122,24127915.7
272101,9,112,98799789.6
272101,9,142,19
272101,8,120,21322606.82
272101,8,111,112051098
272101,8,141,49
272101,8,122,21322613.28
272101,8,112,87312569.83
272101,8,142,42
272101,20,120,24604458.6
272101,20,111,129297349
272101,20,141,31.5
272101,20,122,24604464.04
272101,20,112,100751166.6
272101,20,142,14
272101,7,120,23547598.04
272101,7,111,123743433.5
272101,7,141,41.75
272101,7,122,23547602.86
272101,7,112,96423512.26
272101,7,142,27.5
272101,16,120,20798284.04
272101,16,111,109295763.2
272101,16,141,48.75
272101,16,122,20798287.62
272101,16,112,85165544.98
272101,16,142,40.25
272101,23,120,24111468.18
272101,23,111,126706617.4
272101,23,141,36.25
272101,23,122,24111472.72
272101,23,112,98732427.07
272101,23,142,20.5
272101,10,211,119617294.8
272101,10,241,43.75
272101,10,222,22439899.87
272101,10,212,93035687.92
272101,10,242,34.5
272101,10,221,22439893.29
272101,18,211,120082848.2
272101,18,241,42.5
272101,18,222,22495564.61
272101,18,212,93397796.51
272101,18,242,39.75
272101,18,221,22495559.39
272101,16,211,111069941.8
272101,16,241,44
272101,16,222,20792526.78
272101,16,212,86387743.6
272101,16,242,41.5
272101,16,221,20792522.9
272101,19,211,103549414.6
272101,19,241,40
272101,19,222,19357470.81
272101,19,212,80538461.91
272101,19,242,46
272101,19,221,19357467.63
272101,9,211,104142028.6
272101,9,241,51.5
272101,9,222,19502451.41
272101,9,212,80999363.66
272101,9,242,50.25
272101,9,221,19502448.83
272101,20,211,111348932.8
272101,20,241,44
